,Name,Age,Height,Weight,Team,Sex,NOC,Games,Year,Season,City,Sport,Event,Medal
43269,LaTasha Lavon Colander-Richardson (-Clark),24.0,168.0,52.0,United States,F,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
43276,Thibault Colard,24.0,187.0,70.0,France,M,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
43278,Fabrice Edmond Paul Colas,20.0,181.0,78.0,France,M,FRA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
43285,Paul Ren Colas,27.0,170.0,0.0,France,M,FRA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Bronze
43286,Paul Ren Colas,31.0,170.0,0.0,France,M,FRA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold
43289,Paul Ren Colas,31.0,170.0,0.0,France,M,FRA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",Gold
43293,Paul Ren Colas,43.0,170.0,0.0,France,M,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
43309,"Briony Christine ""Bree"" Cole",25.0,160.0,50.0,Australia,F,AUS,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Silver
43312,"Charles ""Charlie"" Cole",26.0,194.0,90.0,United States,M,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Bronze
43317,"Gerrard Eugene ""Gene"" Cole",23.0,182.0,78.0,United States,M,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
43328,"Stanley Clark ""Stan"" Cole",26.0,186.0,86.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze
43329,Warren Joseph Cole,28.0,184.0,82.0,New Zealand,M,NZL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,Gold
43331,Lynn Ann Colella,22.0,170.0,61.0,United States,F,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,Silver
43333,"Richard Phillip ""Rick"" Colella, Jr.",24.0,186.0,82.0,United States,M,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
43343,Georgia V. Coleman (-Gilson),16.0,0.0,0.0,United States,F,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Women's Springboard,Bronze
43344,Georgia V. Coleman (-Gilson),16.0,0.0,0.0,United States,F,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Women's Platform,Silver
43345,Georgia V. Coleman (-Gilson),20.0,0.0,0.0,United States,F,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Women's Springboard,Gold
43346,Georgia V. Coleman (-Gilson),20.0,0.0,0.0,United States,F,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Women's Platform,Silver
43366,Robert Henry Schofield Coleman,36.0,0.0,0.0,Ancora,M,GBR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Gold
43371,Antonius Theodorus Colenbrander,35.0,0.0,0.0,Netherlands,M,NED,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
43374,"Vernell Eufaye ""Bimbo"" Coles",20.0,185.0,79.0,United States,M,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
43376,Geoffrey Horsman Coles,37.0,0.0,0.0,Great Britain,M,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards, Team",Bronze
43398,Giovanni Battista Coletti,27.0,179.0,77.0,Italy,M,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",Silver
43405,"Gilbert Bayard ""Gil"" Colgate, Jr.",36.0,0.0,0.0,United States-2,M,USA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Two,Bronze
43433,Meredith Bright Colket,21.0,0.0,0.0,United States,M,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,Silver
43440,Daniel M. Colla,24.0,195.0,80.0,Argentina,M,ARG,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Bronze
43457,Jean Collas,25.0,0.0,0.0,Racing Club de France,M,FRA,1900 Summer,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
43458,Jean Collas,25.0,0.0,0.0,Union des Socits Franais de Sports Athletiques,M,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
43469,Magdalena Cecilia Colledge,15.0,152.0,0.0,Great Britain,F,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,Silver
43470,Theodore David Anthony Collet,26.0,0.0,0.0,Great Britain,M,GBR,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Single Sculls,Bronze
43478,"Ernest John ""Ernie"" Collett",28.0,0.0,0.0,Canada,M,CAN,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
43479,Wayne Curtis Collett,22.0,188.0,84.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,Silver
43491,Sven August Wilhelm Colliander,46.0,0.0,0.0,Sweden,M,SWE,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
43492,Rene Colliard (-Feraud),22.0,0.0,0.0,Switzerland,F,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
43500,Jeanne Ellen Collier (-Sitzberger),18.0,156.0,48.0,United States,F,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Women's Springboard,Silver
43501,John Sheldon Collier,20.0,185.0,75.0,United States,M,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Bronze
43505,Charles Edgar Collignon,30.0,0.0,0.0,France,M,FRA,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",Gold
43509,Albric Collin,34.0,0.0,0.0,Belgium,M,BEL,1920 Summer,1920,Summer,Antwerpen,Art Competitions,Art Competitions Mixed Sculpturing,Gold
43520,Andrea Collinelli,27.0,185.0,77.0,Italy,M,ITA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
43529,Ross Hounsell Collinge,23.0,187.0,85.0,New Zealand,M,NZL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,Gold
43530,Ross Hounsell Collinge,27.0,187.0,85.0,New Zealand,M,NZL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,Silver
43535,Maria Consolata Collino,28.0,173.0,67.0,Italy,F,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Women's Foil, Individual",Silver
43540,Christine Smith Collins,31.0,170.0,58.0,United States,F,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
43543,"Daniel James ""Danny"" Collins",25.0,190.0,100.0,Australia,M,AUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
43544,"Daniel James ""Danny"" Collins",29.0,190.0,100.0,Australia,M,AUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
43546,David Collins,26.0,183.0,70.0,United States,M,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
43548,"Paul Douglas ""Doug"" Collins",21.0,198.0,82.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Silver
43595,Roland Collombin,20.0,174.0,80.0,Switzerland,M,SUI,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
43614,Zeno Col,31.0,0.0,0.0,Italy,M,ITA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
43617,Fabricio Coloccini,22.0,182.0,79.0,Argentina,M,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
43618,Dario Alonzo Cologna,23.0,179.0,74.0,Switzerland,M,SUI,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
43624,Dario Alonzo Cologna,27.0,179.0,74.0,Switzerland,M,SUI,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
43626,Dario Alonzo Cologna,27.0,179.0,74.0,Switzerland,M,SUI,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Gold
43631,Carlos Coloma Nicols,34.0,171.0,65.0,Spain,M,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
43638,Bruna Giulia Colombetti-Peroncini,24.0,173.0,75.0,Italy,F,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",Bronze
43664,Jrgen Colombo,22.0,175.0,74.0,West Germany,M,FRG,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
43665,Luca Colombo,22.0,190.0,78.0,Italy,M,ITA,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
43678,Jos Colomer Rivas,25.0,185.0,86.0,Spain,M,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
43694,Mara Caridad Coln Ruees-Salazar,22.0,169.0,66.0,Cuba,F,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,Gold
43719,Alva Merlin Colquhoun,18.0,169.0,61.0,Australia,F,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
43737,"William Norman ""Bill"" Colvin",21.0,175.0,75.0,Canada,M,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
43750,Evelyn Lucy Colyer (-Munro),21.0,0.0,0.0,Great Britain-1,F,GBR,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,Bronze
43773,Nadia Elena Comneci (-Conner),14.0,162.0,45.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,Gold
43774,Nadia Elena Comneci (-Conner),14.0,162.0,45.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Silver
43775,Nadia Elena Comneci (-Conner),14.0,162.0,45.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
43777,Nadia Elena Comneci (-Conner),14.0,162.0,45.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,Gold
43778,Nadia Elena Comneci (-Conner),14.0,162.0,45.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,Gold
43779,Nadia Elena Comneci (-Conner),18.0,162.0,45.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,Silver
43780,Nadia Elena Comneci (-Conner),18.0,162.0,45.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Silver
43781,Nadia Elena Comneci (-Conner),18.0,162.0,45.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Gold
43784,Nadia Elena Comneci (-Conner),18.0,162.0,45.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Balance Beam,Gold
43808,Gianpiero Combi,25.0,0.0,0.0,Italy,M,ITA,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Bronze
43831,Adam David Commens,24.0,166.0,74.0,Australia,M,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
43842,Deborah Compagnoni,21.0,165.0,62.0,Italy,F,ITA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,Gold
43845,Deborah Compagnoni,23.0,165.0,62.0,Italy,F,ITA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
43847,Deborah Compagnoni,27.0,165.0,62.0,Italy,F,ITA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
43848,Deborah Compagnoni,27.0,165.0,62.0,Italy,F,ITA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
43881,"Frederic Warren ""Ted"" Conant",40.0,0.0,0.0,Gallant,M,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Silver
43885,Flvio da Conceio,22.0,177.0,74.0,Brazil,M,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze
43889,Robson Donato Conceio,27.0,171.0,57.0,Brazil,M,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Gold
43919,"John ""Johnny"" Condon",19.0,0.0,0.0,Great Britain,M,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Bantamweight,Silver
43935,Carin Alice Cone (-Vanderbush),16.0,167.0,59.0,United States,F,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,Silver
43939,"Malcolm ""Mac"" Cone",55.0,188.0,82.0,Canada,M,CAN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
43942,Gary Robert Conelly,19.0,189.0,79.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
43943,Gary Robert Conelly,19.0,189.0,79.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
43950,Diego Confalonieri,29.0,190.0,78.0,Italy,M,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Bronze
43976,Antonella Confortola-Wyatt,30.0,170.0,51.0,Italy,F,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
43979,Cong Xuedi,21.0,166.0,58.0,China,F,CHN,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Bronze
43981,Cong Xuedi,29.0,166.0,58.0,China,F,CHN,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Silver
43984,"John ""Jack"" Conger",21.0,193.0,80.0,United States,M,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
43999,Michael John Conlan,20.0,170.0,56.0,Ireland,M,IRL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Bronze
44005,"Michael Alexander ""Mike"" Conley",21.0,185.0,78.0,United States,M,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Silver
44006,"Michael Alexander ""Mike"" Conley",29.0,185.0,78.0,United States,M,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,Gold
44010,Paul Joseph D. Conlin,25.0,177.0,79.0,Canada,M,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
44013,Frank Arthur Connah,0.0,0.0,0.0,Wales-4,M,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Bronze
44031,"James ""Jim"" Connelly",27.0,0.0,0.0,Canada,M,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44043,"Barthold Wayne ""Bart"" Conner",26.0,165.0,58.0,United States,M,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold
44046,"Barthold Wayne ""Bart"" Conner",26.0,165.0,58.0,United States,M,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Gold
44050,Dennis Walter Conner,33.0,186.0,89.0,United States,M,USA,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Bronze
44056,"Harold Vincent ""Hal"" Connolly",25.0,183.0,106.0,United States,M,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Hammer Throw,Gold
44061,James Joseph Connolly,24.0,172.0,61.0,United States,M,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
44062,James Brendan Bennet Connolly,27.0,175.0,72.0,United States,M,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's High Jump,Silver
44063,James Brendan Bennet Connolly,27.0,175.0,72.0,United States,M,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Long Jump,Bronze
44064,James Brendan Bennet Connolly,27.0,175.0,72.0,United States,M,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Gold
44065,James Brendan Bennet Connolly,31.0,175.0,72.0,United States,M,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Triple Jump,Silver
44069,"Thomas Francis ""Tom"" Connolly, Jr.",22.0,0.0,0.0,United States,M,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rope Climbing,Bronze
44074,"Richard Carroll ""Dick"" Connor",22.0,167.0,64.0,United States,M,USA,1956 Summer,1956,Summer,Melbourne,Diving,Diving Men's Platform,Bronze
44081,Keith Leroy Connor,26.0,186.0,78.0,Great Britain,M,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Bronze
44099,Lars Conrad,28.0,187.0,80.0,Germany,M,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
44101,Reinaldo Conrad,26.0,179.0,78.0,Brazil,M,BRA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
44103,Reinaldo Conrad,34.0,179.0,78.0,Brazil,M,BRA,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
44117,John Valentine Conroy,23.0,0.0,0.0,Great Britain,M,GBR,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Bronze
44119,"Anthony Joseph ""Tony"" Conroy",24.0,174.0,70.0,United States,M,USA,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44125,Adolfo Consolini,31.0,183.0,100.0,Italy,M,ITA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Discus Throw,Gold
44126,Adolfo Consolini,35.0,183.0,100.0,Italy,M,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Discus Throw,Silver
44139,Eugne Louis Constant,23.0,0.0,0.0,France,M,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
44150,Mariana Constantin,15.0,160.0,46.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Silver
44156,Maria Constantinescu,24.0,179.0,75.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
44170,Antonio Conte,32.0,0.0,0.0,Italy,M,ITA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Sabre, Masters, Individual",Gold
44174,Hugo Nstor Conte,25.0,197.0,90.0,Argentina,M,ARG,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Bronze
44176,Javier Alberto Conte,25.0,165.0,64.0,Argentina,M,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Bronze
44185,Luigi Contessi,25.0,0.0,0.0,Italy,M,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
44187,Francesca Cristiana Conti,32.0,179.0,71.0,Italy,F,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
44188,Giacomo Luigi Conti,37.0,0.0,0.0,Italy-1,M,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,Gold
44197,Pier Angelo Conti-Manzini,22.0,178.0,82.0,Italy,M,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
44211,Dalia Contreras Rivero,24.0,155.0,49.0,Venezuela,F,VEN,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Flyweight,Bronze
44222,Jos Ariel Contreras Camejo,24.0,191.0,107.0,Cuba,M,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
44223,Jos Ariel Contreras Camejo,28.0,191.0,107.0,Cuba,M,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
44229,Pablo Andrs Contreras Fica,22.0,180.0,77.0,Chile,M,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
44239,Gianfranco Contri,22.0,184.0,76.0,Italy,M,ITA,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
44250,Hollis Conway,21.0,183.0,68.0,United States,M,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,Silver
44251,Hollis Conway,25.0,183.0,68.0,United States,M,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,Bronze
44264,Sally Conway,29.0,167.0,70.0,Great Britain,F,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Bronze
44276,"Edward ""Ed"" Coode",29.0,193.0,96.0,Great Britain,M,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Gold
44285,"Arthur Edwin ""Art"" Cook",20.0,0.0,0.0,United States,M,USA,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
44297,"Edward Tiffin ""Ed"" Cook, Jr.",19.0,178.0,66.0,United States,M,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Pole Vault,Gold
44303,Garry Peter Cook,26.0,185.0,72.0,Great Britain,M,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
44313,Myrtle Alice Cook (-McGowan),26.0,168.0,55.0,Canada,F,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
44314,Natalie Louise Cook,21.0,181.0,73.0,Australia-1,F,AUS,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
44315,Natalie Louise Cook,25.0,181.0,73.0,Australia-1,F,AUS,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
44333,"Stephanie ""Steph"" Cook",28.0,172.0,57.0,Great Britain,F,GBR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
44336,Tamsin Cook,17.0,170.0,61.0,Australia,F,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
44337,Theodore Andrea Cook,53.0,0.0,0.0,Great Britain,M,GBR,1920 Summer,1920,Summer,Antwerpen,Art Competitions,Art Competitions Mixed Literature,Silver
44338,"Althea Kristina ""Tina"" Cook (Gifford-)",37.0,175.0,71.0,Great Britain,F,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
44339,"Althea Kristina ""Tina"" Cook (Gifford-)",37.0,175.0,71.0,Great Britain,F,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
44341,"Althea Kristina ""Tina"" Cook (Gifford-)",41.0,175.0,71.0,Great Britain,F,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
44352,Wendy Elizabeth Cook-Hogg,19.0,175.0,64.0,Canada,F,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
44353,Allison Petra Cook-Tranquilli,23.0,178.0,69.0,Australia,F,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze
44354,Allison Petra Cook-Tranquilli,31.0,178.0,69.0,Australia,F,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
44362,Cecil George Cooke,41.0,188.0,90.0,Gem,M,BAH,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,Gold
44365,Emma C. Cooke,55.0,0.0,0.0,United States,F,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Women's Double Columbia Round,Silver
44366,Emma C. Cooke,55.0,0.0,0.0,United States,F,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Women's Double National Round,Silver
